Data from Daily Inventory of Electricity Consumption,,,,,,,,,,,,,,,,,,,,,
Date,Main Meter – Meralco (kW),SteerHub (kWh),CEAFA (kWh),Automotive (kWh),CET (kWh),RGR (kWh),SSC (kWh),GYM (kWh),,,,,,,,,,,,,
"February 15, 2025",8.8,86.168,725.222,28.105,0.355,0.12,37.844,0.198,,,,,,,,,,,,,
"February 16, 2025",12.8,39.502,979.745,43.503,0.551,0.312,81.644,0.319,,,,,,,,,,,,,
"February 17, 2025",11.2,48.984,1158.153,48.046,0.403,0.802,87.33,0.593,,,,,,,,,,,,,
"February 18, 2025",23.6,128.979,1561.645,47.204,0.834,0.861,45.475,0.21,,,,,,,,,,,,,
"February 19, 2025",5.8,49.03,1142.901,36.326,0.815,0.137,35.68,0.116,,,,,,,,,,,,,
"February 20, 2025",19.2,104.026,1372.485,20.616,0.612,0.952,52.088,0.97,,,,,,,,,,,,,
"February 21, 2025",24.1,133.447,1692.099,43.317,0.373,0.329,65.022,0.022,,,,,,,,,,,,,
"February 22, 2025",26.9,37.1,744.638,30.124,0.255,0.662,31.878,0.803,,,,,,,,,,,,,
"February 23, 2025",13.6,110.77,902.205,38.01,0.106,0.752,68.918,0.788,,,,,,,,,,,,,
"February 24, 2025",25.5,61.05,1034.034,58.303,0.355,0.812,14.133,0.297,,,,,,,,,,,,,
"February 25, 2025",7.8,174.068,1064.011,35.961,0.413,0.946,13.944,0.136,,,,,,,,,,,,,
"February 26, 2025",26.2,97.367,1052.123,53.592,0.676,0.313,40.903,0.146,,,,,,,,,,,,,
"February 27, 2025",8.2,148.959,1598.372,27.542,0.658,0.859,38.278,0.697,,,,,,,,,,,,,
"February 28, 2025",14.9,108.036,1385.436,46.898,0.07,0.132,35.251,0.643,,,,,,,,,,,,,
"March 01, 2025",10,28.267,649.867,41.875,0.044,0,16.964,0,,,,,,,,,,,,,
"March 02, 2025",0,64.996,656.756,40.11,0.001,0,32.026,0,,,,,,,,,,,,,
"March 03, 2025",9,152.569,1494.67,43.915,0.099,0,66.631,0,,,,,,,,,,,,,
"March 04, 2025",0,156.651,1422.525,53.363,0.137,0,78.024,0,,,,,,,,,,,,,
"March 05, 2025",0,156.284,1659.136,57.259,0.187,0,81.104,0,,,,,,,,,,,,,
"March 06, 2025",21,109.376,1670.851,53.7,0.063,0,88.342,0,,,,,,,,,,,,,
"March 07, 2025",19,60.973,1278.959,41.515,0,0,66.833,0,,,,,,,,,,,,,
"March 08, 2025",22,54.637,694.941,24.871,0,0.039,20.331,0,,,,,,,,,,,,,
"March 09, 2025",24,54.637,694.941,24.871,0,0.033,20.331,0,,,,,,,,,,,,,
"March 10, 2025",22,171.222,1576.008,45.352,0,0,72.936,0,,,,,,,,,,,,,
"March 11, 2025",24,163.904,1663.197,43.912,0,0,87.954,0,,,,,,,,,,,,,
"March 12, 2025",21,116.753,1577.621,55.213,0,0,81.141,0,,,,,,,,,,,,,
"March 13, 2025",23,157.519,1503.304,39.966,0.253,0,84.02,0,,,,,,,,,,,,,
"March 14, 2025",27,59.555,1199.698,36.895,0.097,0,70.295,0,,,,,,,,,,,,,
"March 15, 2025",5.5,43.222,746.384,35.471,0.005,0,31.97,0,,,,,,,,,,,,,
"March 16, 2025",5.5,43.222,746.384,35.471,0.005,0,31.97,0,,,,,,,,,,,,,
"March 17, 2025",16,138.328,1334.322,40.758,0,0,67.58,0,,,,,,,,,,,,,
"March 18, 2025",20,184.927,1472.065,44.551,0,0,78.445,0,,,,,,,,,,,,,
"March 19, 2025",18,157.185,1236.794,46.509,0,0,71.045,0,,,,,,,,,,,,,
"March 20, 2025",19,99.584,1279.984,48.832,0.001,0,70.652,0,,,,,,,,,,,,,
"March 21, 2025",14,99.072,1037.051,35.613,0,0,54.432,0,,,,,,,,,,,,,
"March 22, 2025",8,40.426,526.308,27.165,0,0,12.211,0,,,,,,,,,,,,,
"March 23, 2025",8,58.147,520.265,29.351,0.001,0,23.315,0,,,,,,,,,,,,,
"March 24, 2025",17,112.275,1383.735,42.59,0,0,68.656,0,,,,,,,,,,,,,
"March 25, 2025",21,130.783,1555.082,37.899,0,0,79.098,0,,,,,,,,,,,,,
"March 26, 2025",24,155.173,1691.571,40.785,0,0,92.429,0,,,,,,,,,,,,,
"March 27, 2025",22,121.261,1597.137,40.512,0.076,0,83.372,0,,,,,,,,,,,,,
"March 28, 2025",18,90.307,1232.797,36.068,0.005,0,69.865,0.001,,,,,,,,,,,,,
"March 29, 2025",13,20.95,671.252,26.954,0,0,15.759,0,,,,,,,,,,,,,
"March 30, 2025",10,59.669,789.703,27.95,0,0,23.223,0,,,,,,,,,,,,,
"March 31, 2025",19,89.201,1266.06,22.694,0,0.003,67.07,0,,,,,,,,,,,,,
